Title,,,,,,,Date,View,Link
[Just Play!] Officially Missing You - Geeks (긱스) [Guitar Cover｜기타 커버] - YouTube,,,,,,,2016. 12. 13.,"96,650",https://www.youtube.com/watch?v=zLN1CERZrAw&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=77&t=0s
[Just Play!] 위잉위잉 (Wi ing Wi ing) - 혁오 (Hyukoh) [Guitar Cover｜기타 커버] - YouTube,,,,,,,2016. 12. 5.,"157,907",https://www.youtube.com/watch?v=QgrrTI0c6h8&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=78&t=0s
[Just Play!] 나비잠 (Sweet Dream) - 희철 X 민경훈 [Guitar Cover｜기타 커버] - YouTube,,,,,,,2016. 11. 30.,"79,226",https://www.youtube.com/watch?v=JuFUx88oZc0&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=79&t=0s
[Just Play!] 심술 (Grumpy) - 볼빨간 사춘기(Bolbbalgan 4) [Guitar Cover｜기타 커버] - YouTube,,,,,,,2016. 11. 24.,"104,412",https://www.youtube.com/watch?v=j8TIZFdLpwI&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=80&t=0s
[Just Play!] 이 소설의 끝을 다시 써보려 해 - 한동근 (Han Dong Geun) [Guitar Cover｜기타 커버] - YouTube,,,,,,,2016. 11. 17.,"55,547",https://www.youtube.com/watch?v=LGmnx9uLV5g&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=81&t=0s
"길가에 버려지다 - 이승환, 이효리, 전인권 - YouTube",,,,,,,2016. 11. 14.,"9,484",https://www.youtube.com/watch?v=X7hawE3WVdE&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=82&t=0s
[Just Play!] Lucky Strike - Maroon 5 [Guitar Cover｜기타 커버] - YouTube,,,,,,,2016. 11. 8.,"98,196",https://www.youtube.com/watch?v=9wuLR-aIEOA&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=83&t=0s
[Just Play!] 우주를 줄게 (Galaxy) - 볼빨간 사춘기 (BOLBBALGAN4) [Guitar Cover｜기타 커버] - YouTube,,,,,,,2016. 10. 18.,"185,107",https://www.youtube.com/watch?v=4e2l94X9S24&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=84&t=0s
[Just Play!] 러시안 룰렛 (Russian Roulette) - Red Velvet (레드벨벳) [Guitar Cover｜기타 커버] - YouTube,,,,,,,2016. 9. 20.,"114,794",https://www.youtube.com/watch?v=BzLze6CKzVc&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=85&t=0s
[Just Play!] 내가 저지른 사랑 - 임창정 (Im Chang Jung) [Guitar Cover｜기타 커버] - YouTube,,,,,,,2016. 9. 8.,"55,844",https://www.youtube.com/watch?v=pobb6ffGPec&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=86&t=0s
"[Just Play!] Ring My Bell ""함부로 애틋하게 (Uncontrollably Fond) OST"" - 수지 (Suzy) [Guitar Cover｜기타 커버] - YouTube",,,,,,,2016. 9. 2.,"40,423",https://www.youtube.com/watch?v=k3KoJRqkACE&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=87&t=0s
[Just Play!] 너 그리고 나 (NAVILLERA) - 여자친구 (GFRIEND) [Guitar Cover｜기타 커버] - YouTube,,,,,,,2016. 8. 16.,"86,855",https://www.youtube.com/watch?v=oHPMqgcM2II&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=88&t=0s
[Just Play!] 여름밤에 우린 (Summer Night You And I) - 스탠딩에그(Standing EGG) [Guitar Cover｜기타 커버] - YouTube,,,,,,,2016. 8. 9.,"42,651",https://www.youtube.com/watch?v=vXib4QSAb8k&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=89&t=0s
[Just Play!] 사람들이 움직이는 게 (How People Move) - 악동뮤지션 (AKMU) [Guitar Cover｜기타 커버] - YouTube,,,,,,,2016. 7. 28.,"28,956",https://www.youtube.com/watch?v=kQVDsNqHBMo&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=90&t=0s
[Just Play!] Wonderwall - Oasis (오아시스) [Guitar Cover｜기타 커버] - YouTube,,,,,,,2016. 6. 3.,"49,421",https://www.youtube.com/watch?v=KhXJtR4_hfg&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=91&t=0s
[Just Play!] 홍대와 건대 사이 (To Hongdae) - 장범준 (Jang Beom June) [Guitar Cover｜기타 커버] 홍건사 - YouTube,,,,,,,2016. 5. 31.,"59,127",https://www.youtube.com/watch?v=Wz_SFInCDOQ&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=92&t=0s
[Just Play!] 하늘바라기(Hopefully Sky)(Feat. 하림) - 정은지 (Jeong Eun Ji) [Guitar Cover｜기타 커버] - YouTube,,,,,,,2016. 5. 27.,"68,616",https://www.youtube.com/watch?v=-c1PjR8TkP4&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=93&t=0s
[Just Play!] Wonderful Tonight - Eric Clapton (에릭 클랩튼) [Guitar Cover｜기타 커버] - YouTube,,,,,,,2016. 5. 24.,"19,977",https://www.youtube.com/watch?v=cO9UQt3q7II&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=94&t=0s
[Just Play!] CHEER UP - TWICE (트와이스) [Guitar Cover｜기타 커버] - YouTube,,,,,,,2016. 5. 16.,"137,536",https://www.youtube.com/watch?v=I2hri5D9hcs&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=95&t=0s
[Just Play!] 거리에서 (On the Street) - 김광석 (Kim Kwang Seok) [Guitar Cover｜기타 커버] - YouTube,,,,,,,2016. 5. 14.,"38,885",https://www.youtube.com/watch?v=aIC48bA0Evo&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=96&t=0s
[Just Play!] 밥만 잘 먹더라 (I Was Able To Eat Well) - 옴므 (Homme) [Guitar Cover｜기타 커버] - YouTube,,,,,,,2016. 5. 10.,"53,046",https://www.youtube.com/watch?v=eZDN_HleRl8&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=97&t=0s
[Just Play!]  You Are My Everything - 거미 (Gummy)ㅣ태양의 후예 OST part.4 [Guitar Cover｜기타 커버] - YouTube,,,,,,,2016. 5. 6.,"52,567",https://www.youtube.com/watch?v=Cd3OmWP1XaA&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=98&t=0s
[Just Play!] I NEED U - 방탄소년단 (BTS) [Guitar Tutorial｜기타 강좌] - YouTube,,,,,,,2016. 5. 2.,"181,703",https://www.youtube.com/watch?v=U9lhZV4eD9U&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=99&t=0s
[Just Play!] 봄이 좋냐?? (What The Spring??) - 10cm(십센치) [Guitar Cover｜기타 커버] - YouTube,,,,,,,2016. 4. 29.,"168,775",https://www.youtube.com/watch?v=GdHojuQcPY0&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=100&t=0s
[Just Play!] ALWAYS - t 윤미래 (t Yoonmirae) l 태양의 후예 OST Part.1 [Guitar Cover｜기타 커버] - YouTube,,,,,,,2016. 4. 25.,"52,549",https://www.youtube.com/watch?v=G6Jns1CsOiM&list=PLHUIPfxIAsYMwZP8hdlpnHRicw1MGX4uC&index=101&t=0s
"
Listen it!"
Hotel California - Eagles (Guitar Cover) - YouTube,,,,,,,2020. 3. 13.,"17,635",https://www.youtube.com/watch?v=DoS18Lus9hk&list=PLHUIPfxIAsYP15ajcHv8yepo-gOpmDdMe&index=2&t=0s
YouTube,,,,,,,,,https://www.youtube.com/watch?v=pw_pzdYV6jA&list=PLHUIPfxIAsYP15ajcHv8yepo-gOpmDdMe&index=3
YouTube,,,,,,,,,https://www.youtube.com/watch?v=Op5zOVnqvRQ&list=PLHUIPfxIAsYP15ajcHv8yepo-gOpmDdMe&index=4
Fake - Depapepe 데파페페 (Guitar Cover + TAB) - YouTube,,,,,,,2020. 2. 21.,"60,386",https://www.youtube.com/watch?v=xmEjQz5khuw&list=PLHUIPfxIAsYP15ajcHv8yepo-gOpmDdMe&index=5&t=0s
Sweet Child O' Mine - Guns N' Roses (Guitar Cover l Acoustic Ver.) - YouTube,,,,,,,2019. 8. 18.,"80,462",https://www.youtube.com/watch?v=NvaobRYmpks&list=PLHUIPfxIAsYP15ajcHv8yepo-gOpmDdMe&index=6&t=0s
Twilight (황혼) - Kotaro Oshio [기타 Cover + TAB l Fingerstyle Guitar] - YouTube,,,,,,,2019. 4. 19.,"630,738",https://www.youtube.com/watch?v=CTtUeNabfDk&list=PLHUIPfxIAsYP15ajcHv8yepo-gOpmDdMe&index=7&t=0s
Wind Song - Kotaro Oshio (Guitar Cover l Easy & Beautiful fingerstyle guitar l TAB) - YouTube,,,,,,,2019. 3. 23.,"242,526",https://www.youtube.com/watch?v=bD6NWa-XW1c&list=PLHUIPfxIAsYP15ajcHv8yepo-gOpmDdMe&index=8&t=0s
ONE - Depapepe (Guitar Cover + TAB) - YouTube,,,,,,,2019. 2. 22.,"344,932",https://www.youtube.com/watch?v=Hpa4nTozXBw&list=PLHUIPfxIAsYP15ajcHv8yepo-gOpmDdMe&index=9&t=0s
Start - Depapepe (Guitar Cover + TAB) - YouTube,,,,,,,2019. 2. 1.,"790,505",https://www.youtube.com/watch?v=lWd6MEcum-E&list=PLHUIPfxIAsYP15ajcHv8yepo-gOpmDdMe&index=10&t=0s
애상 (Sorrow) - 10cm [Guitar Cover l TAB l Lyrics l 커버 l 가사] - YouTube,,,,,,,2019. 1. 10.,"142,446",https://www.youtube.com/watch?v=-gKgnPCMmKY&list=PLHUIPfxIAsYP15ajcHv8yepo-gOpmDdMe&index=11&t=0s
Silent Night - Christmas Carol (Guitar Cover) - YouTube,,,,,,,2018. 12. 22.,"35,445",https://www.youtube.com/watch?v=eRxtYF7gLvI&list=PLHUIPfxIAsYP15ajcHv8yepo-gOpmDdMe&index=12&t=0s
Love Of My Life - Queen (Guitar Cover) - YouTube,,,,,,,2018. 12. 8.,"3,489,912",https://www.youtube.com/watch?v=NqZvm4NP2iw&list=PLHUIPfxIAsYP15ajcHv8yepo-gOpmDdMe&index=13&t=0s
"
난이도 [ 기 타 리 O O ]"
이태원 클라쓰에 나오는 '가호'의 '시작'을 통기타로 치는법?!! - YouTube,,,,,,,2020. 3. 12.,"13,974",https://www.youtube.com/watch?v=bmeWtSmeaVU&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=2&t=0s
00:00 (Zero O' Clock) - BTS (방탄소년단)[강좌 l Guitar Lesson l Tutorial l 통기타] - YouTube,,,,,,,2020. 3. 4.,"5,501",https://www.youtube.com/watch?v=yR-b1-4Mls8&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=3&t=0s
YouTube,,,,,,,,,https://www.youtube.com/watch?v=jd0r2kMJius&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=4
NELL(넬)의 '기억을 걷는 시간'을 분위기를 살리며 통기타로 친다?! - YouTube,,,,,,,2020. 2. 13.,"16,213",https://www.youtube.com/watch?v=xkr7aobKcMg&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=5&t=0s
내게 들려주고 싶은 말 (Dear Me) - 태연 (TAEYEON) [연주 l Acoustic Guitar Cover l 통기타 커버 ] - YouTube,,,,,,,2020. 1. 21.,"20,837",https://www.youtube.com/watch?v=pHB23PFsjw4&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=6&t=0s
아주 찰지게 창모의 Meteor 를 기타로 치는 방법?! [강좌 l Guitar Lesson l Tutorial l 통기타] - YouTube,,,,,,,2020. 1. 8.,"38,126",https://www.youtube.com/watch?v=M9ILaRlxm0s&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=7&t=0s
"백예린의 ""Square"" 통기타 연주하는 방법 [강좌 l Guitar Lesson l Tutorial l 어쿠스틱기타 배우기 ] - YouTube",,,,,,,2019. 12. 25.,"18,729",https://www.youtube.com/watch?v=JkkfPZm7gnc&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=8&t=0s
Blueming (블루밍) - IU (아이유) [강좌 l Guitar Lesson l Tutorial l 통기타] - YouTube,,,,,,,2019. 11. 27.,"55,643",https://www.youtube.com/watch?v=GftAuFIGXOo&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=9&t=0s
흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야 - 장범준 [강좌 l Guitar Lesson l Tutorial l 통기타 초보 ] - YouTube,,,,,,,2019. 9. 10.,"199,517",https://www.youtube.com/watch?v=ZzHyRD9HRy8&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=10&t=0s
Done For Me (호텔델루나 OST) - 펀치 (Punch) [강좌 l Guitar Lesson l Tutorial l 통기타 배우기] - YouTube,,,,,,,2019. 8. 29.,"19,587",https://www.youtube.com/watch?v=smD6p1qcZ1w&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=11&t=0s
오늘도 빛나는 너에게 - 마크툽 (MAKTUB) feat.이라온 [강좌 l Guitar Lesson l Tutorial l 통기타 배우기 ] - YouTube,,,,,,,2019. 8. 23.,"13,376",https://www.youtube.com/watch?v=FNHHw_0EKmY&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=12&t=0s
"Señorita - Shawn Mendes, Camila Cabello [강좌 l Guitar Lesson l Tutorial] - YouTube",,,,,,,2019. 8. 5.,"16,343",https://www.youtube.com/watch?v=UEIU4uyNpJI&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=13&t=0s
Paris in the Rain - Lauv [강좌 l Guitar Lesson l Tutorial l 통기타 배우기] - YouTube,,,,,,,2019. 7. 16.,"23,289",https://www.youtube.com/watch?v=ZRAXCXLL7b8&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=14&t=0s
Paris in the Rain - Lauv [강좌 l Guitar Lesson l Tutorial l 통기타 배우기] - YouTube,,,,,,,2019. 7. 16.,"23,289",https://www.youtube.com/watch?v=ZRAXCXLL7b8&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=15&t=0s
노래방에서 - 장범준 [강좌 l Guitar l 통기타배우기ㅣTutorial] - YouTube,,,,,,,2019. 5. 24.,"36,466",https://www.youtube.com/watch?v=Xnm94D35eJo&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=16&t=0s
그러나 (however) - 10cm (십센치) [강좌 l Guitar Lesson l Tutorial l 통기타배우기 ] - YouTube,,,,,,,2019. 3. 15.,"13,828",https://www.youtube.com/watch?v=YY-iawu1owo&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=17&t=0s
Rooftop (옥탑방) - N.Fying (엔플라잉) [강의 l 통기타배우기 l Tutorial l Acoustic Guitar Lesson] - YouTube,,,,,,,2019. 3. 2.,"44,419",https://www.youtube.com/watch?v=FuLaQjoPMxE&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=18&t=0s
Happier - Marshmello ft. Bastille [Tutorial l 통기타 강의 l Guitar lesson l TAB] - YouTube,,,,,,,2019. 1. 5.,"21,599",https://www.youtube.com/watch?v=XoQtSiglg28&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=19&t=0s
아낙네(FIANCÉ) - MINO (송민호) [통기타 강좌 Guitar Tutorial 코드 Chord 타브 TAB 악보] - YouTube,,,,,,,2018. 12. 12.,"30,041",https://www.youtube.com/watch?v=DGgo_NQIRrs&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=20&t=0s
'SOLO' - JENNIE [통기타 강좌 Guitar Tutorial 코드 Chord 타브 TAB 악보] - YouTube,,,,,,,2018. 12. 2.,"32,091",https://www.youtube.com/watch?v=SFeAhVL1N7Q&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=21&t=0s
도망가지마(A-teen OST) - 모트(MOTTE)  [통기타 강좌 Guitar Tutorial 코드 Chord 타브 Tab 악보 ] - YouTube,,,,,,,2018. 10. 19.,"29,177",https://www.youtube.com/watch?v=v7GEN5yeIgM&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=22&t=0s
[그랩더기타] 우리 그만하자 (The Hardest Part) - 로이킴 (Roy Kim) [Guitar Tutorial｜기타 강좌] - YouTube,,,,,,,2018. 9. 22.,"17,251",https://www.youtube.com/watch?v=YP4_nUaQFJ8&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=23&t=0s
[그랩더기타] Let Her Go - Passenger [Guitar Tutorial｜기타 강좌] - YouTube,,,,,,,2018. 8. 23.,"22,707",https://www.youtube.com/watch?v=IZ27GM3t8iM&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=24&t=0s
[쉬움주의] Way Back Home - SHAUN (숀)(Acoustic ver.) [Guitar Tutorial｜기타 강좌] - YouTube,,,,,,,2018. 8. 1.,"139,316",https://www.youtube.com/watch?v=3BzKOHyCprA&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=25&t=0s
[그랩더기타] Forever Young - BLACKPINK (블랙핑크) [Guitar Tutorial｜기타 강좌] - YouTube,,,,,,,2018. 7. 7.,"19,189",https://www.youtube.com/watch?v=8lYLzPJp4f0&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=26&t=0s
[그랩더기타] Fake Love - BTS (방탄소년단) [Guitar Tutorial｜기타 강좌] - YouTube,,,,,,,2018. 6. 21.,"28,784",https://www.youtube.com/watch?v=n0Olyc2yoJE&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=27&t=0s
[그랩더기타] Closer - The Chainsmokers (ft. Halsey) [Guitar Tutorial｜기타 강좌] - YouTube,,,,,,,2018. 5. 5.,"33,680",https://www.youtube.com/watch?v=udEFTzfoHOY&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=28&t=0s
[그랩더기타] 꽃 길 (Flower Road) - BIGBANG (빅뱅) [Guitar Tutorial｜기타 강좌] - YouTube,,,,,,,2018. 3. 21.,"17,587",https://www.youtube.com/watch?v=F_h0IljqZYk&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=29&t=0s
[그랩더기타] 비행운 (Contrail) - 문문(MoonMoon) [Guitar Tutorial｜기타 강좌] - YouTube,,,,,,,2017. 12. 2.,"164,784",https://www.youtube.com/watch?v=ckcKWzZb1Ew&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=30&t=0s
[쉬움주의] Love Yourself - Justin Bieber  [Guitar Tutorial｜기타 강좌] (Eng Sub) - YouTube,,,,,,,2017. 8. 25.,"434,801",https://www.youtube.com/watch?v=2FriADFQU_k&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=31&t=0s
"[그랩더기타] 남이 될 수 있을까 (We Loved) - 볼빨간 사춘기, 스무살 [Guitar Tutorial｜기타 강좌] - YouTube",,,,,,,2017. 6. 29.,"129,550",https://www.youtube.com/watch?v=1aluH4or0WQ&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=32&t=0s
[쉬움주의] Shape of You - Ed Sheeran [Guitar Tutorial｜기타 강좌] - YouTube,,,,,,,2017. 5. 25.,"1,306,445",https://www.youtube.com/watch?v=Lnp1RDO4AK0&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=33&t=0s
[그랩더기타] 고백 (Confession) - 뜨거운감자 (Hot Potato) [Guitar Tutorial｜기타 강좌] - YouTube,,,,,,,2017. 4. 21.,"30,815",https://www.youtube.com/watch?v=khlps749o3U&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=34&t=0s
[그랩더기타] 오랜 날 오랜 밤 (LAST GOODBYE) - 악동뮤지션 (AKMU)  [Guitar Tutorial｜기타 강좌] - YouTube,,,,,,,2017. 3. 23.,"86,465",https://www.youtube.com/watch?v=yUHfszXeWHQ&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=35&t=0s
[그랩더기타] Marry Me - 구윤회(Gu Yoon Heo) l 마크툽 프로젝트 [Guitar Tutorial｜기타 강좌] - YouTube,,,,,,,2017. 3. 17.,"135,680",https://www.youtube.com/watch?v=SHr-_zJOzwg&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=36&t=0s
[그랩더기타] 오빠야 (Sweet Heart) - 신현희와 김루트 (SEENROOT) [Guitar Tutorial｜기타 강좌] - YouTube,,,,,,,2017. 2. 9.,"150,630",https://www.youtube.com/watch?v=wAqQF4BjrSE&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=37&t=0s
[그랩더기타] 나만 안되는 연애 (Hard To Love) - 볼빨간사춘기 (Bolbbalgan4) [Guitar Tutorial｜기타 강좌] - YouTube,,,,,,,2017. 1. 26.,"61,576",https://www.youtube.com/watch?v=vpb6dWZ1Gv0&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=38&t=0s
[그랩더기타] 첫눈처럼 너에게 가겠다 (도깨비OST) - 에일리 (Ailee) [Guitar Tutorial｜기타 강좌] - YouTube,,,,,,,2017. 1. 20.,"122,138",https://www.youtube.com/watch?v=7Pn7w-pP5c8&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=39&t=0s
[그랩더기타] To Be With You - MR.BIG (미스터빅) [Guitar Tutorial｜기타 강좌] - YouTube,,,,,,,2016. 12. 28.,"23,071",https://www.youtube.com/watch?v=WiKySIgm6OU&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=40&t=0s
[그랩더기타] 나비잠 (Sweet Dream) - 희철 X 민경훈 [Guitar Tutorial｜기타 강좌] - YouTube,,,,,,,2016. 11. 30.,"52,117",https://www.youtube.com/watch?v=eDyZQ4aBNFE&list=PLHUIPfxIAsYMOKCdbmOKwsFcdJvpW7BMg&index=41&t=0s
